"episode","happy-moon-327","happy-moon-327__MIN","happy-moon-327__MAX","dry-smoke-325","dry-smoke-325__MIN","dry-smoke-325__MAX","easy-bee-324","easy-bee-324__MIN","easy-bee-324__MAX","atomic-cloud-322","atomic-cloud-322__MIN","atomic-cloud-322__MAX","sandy-pine-320","sandy-pine-320__MIN","sandy-pine-320__MAX"
"269","-636.2644026218721","-1809.5288052437443","537","157.27685484832017","-222.44629030335966","537","244.0866098283408","-48.82678034331836","537","189.7076888229787","-157.5846223540426","537","225.95354163756235","-85.09291672487527","537"
"270","-531.4455973258565","-1601.891194651713","539","193.52256867965158","-151.95486264069683","539","254.82488073650956","-29.35023852698087","539","16.512748400911818","-505.97450319817636","539","255.17906067685556","-28.64187864628889","539"
"271","-250.37857951679325","-1041.7571590335865","541","169.50759547042787","-201.98480905914428","541","248.9616613728415","-43.07667725431699","541","137.82639120387174","-265.3472175922565","541","176.56826929679414","-187.86346140641174","541"
"272","-344.04735358267897","-1231.094707165358","543","252.80325922117467","-37.39348155765068","543","201.59792874474323","-139.80414251051357","543","112.00686870773987","-318.98626258452026","543","194.990474499004","-153.01905100199198","543"
"273","-91.8488489979456","-728.6976979958912","545","81.80447213507506","-381.3910557298499","545","186.51868314911707","-171.96263370176587","545","83.4355505006508","-378.1288989986984","545","99.03645524532467","-346.92708950935065","545"
"274","-154.04512128644308","-855.0902425728862","547","101.75817241314763","-343.48365517370473","547","242.29250112173935","-62.414997756521295","547","-35.01286447367255","-617.0257289473451","547","51.691184013960196","-443.6176319720796","547"
"275","-222.86805375910137","-994.7361075182027","549","16.504638819503214","-515.9907223609936","549","171.0366496781191","-206.92670064376185","549","59.0471454420188","-430.9057091159624","549","272.07883763661874","-4.84232472676251","549"
"276","-65.10792894222897","-681.2158578844579","551","194.41638349357405","-162.1672330128519","551","181.05373163709254","-188.89253672581492","551","48.83182067860392","-453.33635864279216","551","159.67544512542227","-231.64910974915546","551"
"277","-132.38481784533343","-817.7696356906669","553","225.04011941733893","-102.91976116532213","553","265.7811759704368","-21.4376480591265","553","144.81051499398777","-263.37897001202447","553","132.94673758530465","-287.1065248293907","553"
"278","-39.43887080794286","-633.8777416158857","555","231.75006196133765","-91.49987607732469","555","-52.19724705576692","-659.3944941115338","555","96.8049382163733","-361.3901235672534","555","233.872754270169","-87.25449145966199","555"
"279","-423.4557271214885","-1403.911454242977","557","151.9788103614174","-253.04237927716517","557","187.07298165428065","-182.8540366914387","557","23.608226277485016","-509.78354744502997","557","94.09588494769068","-368.80823010461864","557"
"280","-89.93499318481491","-738.8699863696298","559","230.86541686447106","-97.26916627105787","559","95.38289572166332","-368.23420855667337","559","37.60608411970395","-483.7878317605921","559","90.96686309061522","-377.06627381876956","559"
"281","-1058.9755185587899","-2678.9510371175797","561","225.75653333640156","-109.48693332719687","561","268.42784884454215","-24.14430231091567","561","75.00079957585075","-410.9984008482985","561","246.27676230830923","-68.44647538338151","561"
"282","-200.19121873906482","-963.3824374781296","563","226.37938138858186","-110.24123722283628","563","177.2384118410485","-208.523176317903","563","110.72405288829168","-341.55189422341664","563","174.2622270378942","-214.47554592421162","563"
"283","-139.68543424830148","-844.370868496603","565","118.99605303454317","-327.00789393091367","565","280.30842318864114","-4.383153622717687","565","127.18590529432024","-310.62818941135953","565","151.17450215121977","-262.65099569756046","565"
"284","-36.61035835193144","-640.2207167038629","567","131.58688977007418","-303.82622045985164","567","-48.55257642351364","-664.1051528470273","567","125.46737086713836","-316.0652582657233","567","100.3724415242703","-366.2551169514594","567"
"285","-71.45769583994019","-711.9153916798804","569","140.85315791834702","-287.29368416330595","569","189.51426446262624","-189.9714710747475","569","-140.14700198648086","-849.2940039729617","569","272.36263390311785","-24.274732193764265","569"
"286","-162.19009843031426","-895.3801968606285","571","84.12237025187753","-402.75525949624495","571","279.8776111787513","-11.244777642497437","571","174.893429714425","-221.21314057115003","571","113.02943179156031","-344.9411364168794","571"
"287","-138.41712513811592","-849.8342502762318","573","207.9952926302971","-157.00941473940583","573","153.5989648728598","-265.8020702542804","573","7.344948729389159","-558.3101025412217","573","217.66253476074866","-137.67493047850266","573"
"288","-301.97630301975846","-1178.952606039517","575","193.9195578294537","-187.16088434109255","575","-2.465820556438473","-579.931641112877","575","-21.89834497291855","-618.7966899458371","575","237.58236290241086","-99.8352741951783","575"
"289","-210.9725949620052","-998.9451899240104","577","251.98446884867678","-73.03106230264645","577","271.5748420343402","-33.850315931319635","577","12.783803682181883","-551.4323926356362","577","225.71168917646807","-125.57662164706387","577"
"290","147.448551343785","-284.10289731243","579","224.44993058586653","-130.10013882826698","579","282.2146053316269","-14.570789336746149","579","243.3938308609135","-92.21233827817298","579","215.038230708291","-148.92353858341804","579"
"291","-300.4222983067725","-1181.844596613545","581","51.66637348172131","-477.6672530365574","581","186.3565738063356","-208.2868523873288","581","160.27716128893204","-260.44567742213593","581","216.76664058761298","-147.466718824774","581"
"292","-131.08277696550937","-845.1655539310187","583","212.82744378492677","-157.34511243014646","583","227.64869123671406","-127.70261752657186","583","150.483259736558","-282.033480526884","583","233.5122040531553","-115.97559189368938","583"
"293","-13.05852532247826","-611.1170506449565","585","173.02730011364213","-238.94539977271575","585","276.7124338177051","-31.575132364589802","585","268.6733828895274","-47.65323422094528","585","255.72821349971713","-73.54357300056574","585"
"294","105.27694908609979","-376.4461018278004","587","257.9478193332969","-71.10436133340622","587","121.80068306622661","-343.3986338675468","587","144.19853008590593","-298.60293982818814","587","97.98846473803997","-391.02307052392007","587"
"295","-215.3061061063492","-1019.6122122126984","589","102.12006695346682","-384.75986609306636","589","205.20471371964933","-178.59057256070133","589","177.70310700637242","-233.5937859872552","589","280.1401967154095","-28.719606569181014","589"
"296","170.28494039560934","-250.4301192087813","591","244.7599131499612","-101.48017370007761","591","118.4206438472971","-354.1587123054058","591","103.3116487966754","-384.3767024066492","591","249.00305892114156","-92.99388215771688","591"
"297","-225.21907824992593","-1043.4381564998519","593","226.9988174808638","-139.00236503827242","593","258.5460967608521","-75.90780647829578","593","187.29584607614993","-218.40830784770014","593","229.79640858593538","-133.40718282812924","593"
"298","-20.888050224860706","-636.7761004497214","595","174.67497584252555","-245.6500483149489","595","278.16075976177996","-38.67848047644004","595","48.27086773402061","-498.4582645319588","595","183.69556442367553","-227.6088711526489","595"
"299","-284.62329946963393","-1166.2465989392679","597","260.2862205762521","-76.42755884749579","597","182.2577422398772","-232.4845155202456","597","-57.36832131604535","-711.7366426320907","597","293.2835073745379","-10.432985250924204","597"
"300","-519.5149971275031","-1638.0299942550062","599","214.38307759063795","-170.2338448187241","599","257.33153417879487","-84.33693164241024","599","77.97971605121026","-443.0405678975795","599","247.0012904218152","-104.9974191563696","599"
"301","-680.5034461742484","-1962.0068923484969","601","183.84272461425405","-233.31455077149187","601","162.39263282360383","-276.21473435279233","601","150.37203212796007","-300.25593574407986","601","265.53070431579323","-69.93859136841355","601"
"302","-267.7196470771346","-1138.4392941542692","603","263.3043471728243","-76.39130565435138","603","213.80477299018415","-175.3904540196317","603","-39.34230510923828","-681.6846102184766","603","261.7288499567654","-79.54230008646928","603"
"303","-888.2252820479378","-2381.4505640958755","605","145.4478624862534","-314.1042750274932","605","251.7493000168998","-101.50139996620037","605","88.13495548393132","-428.73008903213736","605","282.0842298390128","-40.83154032197449","605"
"304","46.46790807432586","-514.0641838513483","607","253.23698568991887","-100.5260286201623","607","284.08865818482093","-38.822683630358085","607","-124.31905323173442","-855.6381064634688","607","70.78541516966717","-465.42916966066565","607"
"305","-67.65373437117933","-744.3074687423587","609","205.91100124226458","-197.17799751547085","609","149.32623412668912","-310.34753174662177","609","-63.958437694134545","-736.9168753882691","609","256.92887348416514","-95.14225303166974","609"
"306","119.57670657584947","-371.84658684830106","611","284.66165686160775","-41.67668627678447","611","204.00002007918818","-202.99995984162368","611","-3.976909218462083","-618.9538184369242","611","196.30433967773612","-218.39132064452775","611"
"307","-683.4592229432058","-1979.9184458864115","613","132.25046837322694","-348.4990632535461","613","197.70756994895788","-217.58486010208424","613","-187.46013906443483","-987.9202781288697","613","225.35566974509612","-162.28866050980778","613"
"308","20.109158378805148","-574.7816832423897","615","234.13062888399787","-146.73874223200426","615","292.88059061180326","-29.23881877639353","615","-4.870991756859723","-624.7419835137194","615","248.13651659001297","-118.72696681997407","615"
"309","160.7052499847325","-295.589500030535","617","273.65333575701516","-69.69332848596973","617","210.68962429993385","-195.6207514001323","617","-122.55482097546337","-862.1096419509267","617","281.59871674819584","-53.80256650360833","617"
"310","-104.52833967346885","-828.0566793469377","619","179.2386535079271","-260.5226929841458","619","254.34350216602832","-110.31299566794337","619","-8.102389177767577","-635.2047783555352","619","226.26410329642744","-166.4717934071451","619"
"311","-583.4642283933114","-1787.9284567866227","621","147.98468192003855","-325.0306361599229","621","271.60725751484057","-77.78548497031882","621","84.82021183942484","-451.3595763211503","621","207.51926657212448","-205.96146685575107","621"
"312","113.13775675127391","-396.7244864974522","623","280.9011559374764","-61.19768812504723","623","84.79033355765367","-453.41933288469266","623","-176.27267037262305","-975.5453407452461","623","296.2169036879736","-30.566192624052714","623"
"313","14.149959652066059","-596.7000806958679","625","258.90582229122145","-107.18835541755708","625","216.9118578938564","-191.17628421228724","625","78.36577659956188","-468.26844680087623","625","203.35635365970978","-218.28729268058044","625"
"314","183.4599989706596","-260.0800020586808","627","299.6728413544865","-27.654317291027017","627","281.9890449257819","-63.021910148436135","627","39.57176053233303","-547.8564789353339","627","243.86425500552264","-139.27148998895476","627"
"315","-348.84124023073855","-1326.682480461477","629","293.6923709259749","-41.61525814805018","629","282.93569293616815","-63.128614127663724","629","-155.86770224301944","-940.7354044860389","629","164.59195707547275","-299.8160858490545","629"
"316","-230.587069923086","-1092.174139846172","631","300.4174301375616","-30.16513972487682","631","154.99686722610463","-321.00626554779075","631","88.53241872071766","-453.9351625585647","631","174.00692712848192","-282.98614574303616","631"
"317","77.51278637752293","-477.97442724495414","633","264.2751921540088","-104.44961569198239","633","290.7074219476635","-51.585156104673096","633","41.68864026229005","-549.6227194754199","633","298.0853755494394","-36.829248901121225","633"
"318","54.49407041818341","-526.0118591636332","635","271.6082058932546","-91.78358821349077","635","249.70050884817803","-135.59898230364394","635","-357.98740118487274","-1350.9748023697455","635","194.00122176992303","-246.99755646015393","635"
"319","104.35732009206038","-428.28535981587925","637","301.4632820056798","-34.073435988640476","637","208.95655019365384","-219.08689961269232","637","1.6779374283239008","-633.6441251433522","637","249.9464054599439","-137.1071890801122","637"
"320","272.2385308923193","-94.52293821536139","639","245.62600824873306","-147.7479835025339","639","248.36092636572573","-142.27814726854857","639","291.4789482278004","-56.042103544399254","639","240.05142619782208","-158.8971476043558","639"
"321","68.06562249825691","-504.86875500348617","641","254.16614522634893","-132.6677095473021","641","290.21575971467803","-60.56848057064392","641","195.88843982293452","-249.22312035413097","641","242.63478776131802","-155.73042447736395","641"
"322","197.23766927081294","-248.52466145837414","643","301.4118526674398","-40.17629466512035","643","298.7011895317514","-45.597620936497194","643","5.654231508475334","-631.6915369830493","643","212.60021982913517","-217.79956034172966","643"
"323","-155.38082332526528","-955.7616466505306","645","251.4824001796748","-142.0351996406504","645","283.93943112880856","-77.12113774238288","645","-74.28170557102794","-793.5634111420559","645","299.05517677944636","-46.88964644110727","645"
"324","-115.76310180057476","-878.5262036011495","647","312.9126523994468","-21.17469520110641","647","235.10818732276329","-176.78362535447343","647","201.16235985353057","-244.67528029293882","647","146.5368402135023","-353.9263195729954","647"
"325","90.25375723920385","-468.4924855215923","649","277.17821475713686","-94.64357048572634","649","293.9508427688736","-61.09831446225275","649","-7.599007694842044","-664.1980153896841","649","299.32504089833776","-50.34991820332452","649"
"326","210.77370100145893","-229.45259799708214","651","298.11380175192016","-54.77239649615964","651","223.79838705483547","-203.40322589032905","651","-1.4327425711979345","-653.8654851423959","651","294.63922987398115","-61.72154025203769","651"
"327","198.4398299934869","-256.1203400130262","653","308.40276575775204","-36.19446848449591","653","187.6441982494497","-277.7116035011006","653","-82.99969203223446","-818.9993840644689","653","198.794883922646","-255.410232154708","653"
"328","198.8841339591298","-257.2317320817404","655","290.8740502498918","-73.2518995002164","655","35.901859516619766","-583.1962809667605","655","261.77885059846335","-131.4422988030733","655","213.8247881111692","-227.3504237776616","655"
"329","129.86056120390393","-397.27887759219215","657","106.9055069916262","-443.1889860167476","657","181.00640263626607","-294.98719472746785","657","250.1783973341694","-156.6432053316612","657","267.1005515646864","-122.79889687062717","657"
"330","56.63399275860303","-545.7320144827939","659","243.14473007581154","-172.7105398483769","659","314.9783952459287","-29.043209508142525","659","278.78565671358143","-101.42868657283718","659","262.78875627752825","-133.42248744494356","659"
"331","82.27386256774696","-496.4522748645061","661","283.4214963965553","-94.15700720688938","661","320.5067926187205","-19.986414762558944","661","132.32527365883024","-396.3494526823395","661","243.63469832338717","-173.73060335322563","661"
"332","42.90059844079349","-577.198803118413","663","285.6923300107877","-91.6153399784246","663","241.61730917775975","-179.76538164448047","663","178.63360172325645","-305.7327965534871","663","275.66173711438813","-111.6765257712237","663"
"333","37.515856829555844","-589.9682863408883","665","230.73240092713223","-203.53519814573556","665","265.4149586802376","-134.17008263952485","665","168.45731947942488","-328.08536104115024","665","197.47470956929362","-270.05058086141275","665"
"334","68.19247059839574","-530.6150588032085","667","94.98611904109433","-477.02776191781135","667","154.77715714125029","-357.44568571749943","667","95.7077956919099","-475.5844086161802","667","294.586830940354","-77.82633811929203","667"
"335","258.1389474055656","-152.72210518886882","669","221.5333332222381","-225.9333335555238","669","298.33344886821925","-72.33310226356146","669","83.68302999143779","-501.6339400171244","669","242.12963410667447","-184.74073178665103","669"
"336","-74.16566605757737","-819.3313321151547","671","107.55777311232609","-455.8844537753478","671","231.0877328664149","-208.8245342671702","671","32.21571143253317","-606.5685771349337","671","294.19968035500415","-82.60063928999172","671"
"337","221.60744664244868","-229.78510671510267","673","226.3839705619987","-220.2320588760026","673","299.5253744825939","-73.94925103481216","673","199.78733891044928","-273.42532217910144","673","316.04960973840343","-40.900780523193085","673"
"338","38.285744766729294","-598.4285104665414","675","288.4295936616958","-98.14081267660842","675","325.3114667651731","-24.377066469653766","675","37.545719437272","-599.908561125456","675","316.869748395749","-41.26050320850199","675"
"339","-377.9610340491681","-1432.9220680983362","677","168.7511842305738","-339.4976315388524","677","271.3177940511734","-134.36441189765324","677","27.75806105188485","-621.4838778962303","677","331.16864708075616","-14.662705838487716","677"
"340","-208.58304338727794","-1096.1660867745559","679","317.7213797052709","-43.557240589458125","679","323.70136368826036","-31.59727262347934","679","203.36578759913468","-272.26842480173065","679","207.60567246339014","-263.78865507321973","679"
"341","-89.17949617798001","-859.35899235596","681","251.42829216170912","-178.14341567658178","681","263.2002988724351","-154.5994022551298","681","126.76066524693431","-427.4786695061314","681","293.4974694152753","-94.00506116944942","681"
"342","-38.20191976198481","-759.4038395239696","683","326.0304702359888","-30.93905952802247","683","220.9404558610144","-241.11908827797114","683","-221.72369845078197","-1126.447396901564","683","291.5324324671255","-99.93513506574904","683"
"343","-47.26452967066393","-779.5290593413279","685","268.87662744691","-147.24674510618004","685","143.65506963974312","-397.68986072051376","685","103.85089276086305","-477.2982144782739","685","324.9268233933539","-35.14635321329218","685"
"344","-49.83539154168369","-786.6707830833674","687","32.87041585123586","-621.2591682975283","687","311.0935814384203","-64.81283712315943","687","208.4391046434974","-270.1217907130052","687","297.11480004005506","-92.77039991988991","687"
"345","87.81217515700689","-513.3756496859862","689","312.8794692005397","-63.2410615989206","689","333.9333826605625","-21.133234678875063","689","260.4267110597972","-168.14657788040566","689","332.55068644365826","-23.898627112683513","689"
"346","-273.0372507441723","-1237.0745014883446","691","191.2476501471467","-308.5046997057066","691","290.21854556028194","-110.56290887943614","691","258.74435804718473","-173.51128390563056","691","304.7594880968429","-81.48102380631414","691"
"347","-626.9996440972023","-1946.9992881944047","693","216.55485204051098","-259.89029591897804","693","246.5782465884505","-199.84350682309898","693","0.20108008491052942","-692.5978398301789","693","324.212798789269","-44.57440242146198","693"
"348","-147.06737494583348","-989.134749891667","695","262.0397469861984","-170.92050602760318","695","319.1487299893106","-56.702540021378866","695","43.20369380508379","-608.5926123898324","695","324.30705025382434","-46.38589949235135","695"
"349","-307.97089054600735","-1312.9417810920147","697","322.6498228356434","-51.70035432871319","697","328.243685187201","-40.51262962559808","697","147.49289668484576","-402.0142066303085","697","278.36597111814666","-140.26805776370665","697"
"350","-36.38199814765227","-771.7639962953045","699","262.3309669450372","-174.33806610992562","699","301.30260744755844","-96.39478510488314","699","-149.53625178107728","-998.0725035621546","699","283.63939005439465","-131.72121989121064","699"
"351","-12.73102836934163","-726.4620567386833","701","317.9108733106244","-65.17825337875114","701","332.226293472092","-36.547413055816044","701","-0.7016819147402202","-702.4033638294804","701","-45.125138504063784","-791.2502770081276","701"
"352","294.448193618957","-114.103612762086","703","318.52191245590615","-65.95617508818766","703","284.79901237002196","-133.40197525995612","703","10.913863930940238","-681.1722721381195","703","118.070783600363","-466.858432799274","703"
"353","-97.5180611597263","-900.0361223194526","705","335.77022362469904","-33.45955275060193","705","220.12139341387817","-264.75721317224367","705","232.05298556388635","-240.89402887222727","705","3.23425326777749","-698.531493464445","705"
"354","-149.95388915388224","-1006.9077783077645","707","329.6977192469657","-47.604561506068634","707","284.0400994691703","-138.9198010616594","707","27.721855128424124","-651.5562897431518","707","143.86056774994682","-419.27886450010635","707"
"355","293.5388098326668","-121.92238033466643","709","303.35377887056757","-102.29244225886491","709","319.14240060510986","-70.71519878978032","709","90.89853802968423","-527.2029239406315","709","200.37133536074973","-308.25732927850055","709"
"356","-21.272318709977014","-753.544637419954","711","263.1563568341411","-184.68728633171784","711","346.3386224400655","-18.32275511986909","711","-5.794194970257649","-722.5883899405153","711","344.4742350563425","-22.051529887315052","711"
"357","31.359203828342345","-650.2815923433153","713","338.65326100502887","-35.693477989942295","713","338.28651980940094","-36.426960381198114","713","247.95874320026013","-217.08251359947974","713","274.33619487117414","-164.32761025765177","713"
"358","-144.38904701842438","-1003.7780940368488","715","204.5990876072131","-305.8018247855738","715","264.9216089300527","-185.1567821398946","715","-83.7147007017233","-882.4294014034466","715","353.33373155107336","-8.332536897853329","715"
"359","17.03376163608624","-682.9324767278275","717","315.25168474103526","-86.4966305179295","717","107.0382947384766","-502.9234105230468","717","251.1702625264221","-214.65947494715576","717","305.65669298850986","-105.68661402298028","717"
"360","37.68799772436279","-643.6240045512744","719","307.73907860533933","-103.52184278932133","719","317.52136076596014","-83.95727846807966","719","94.80017090658254","-529.3996581868349","719","343.6873119782328","-31.625376043534427","719"
"361","68.57381616586343","-583.8523676682731","721","316.91341488414156","-87.17317023171685","721","314.7226829807526","-91.55463403849481","721","278.1075902414718","-164.78481951705635","721","320.39828446438105","-80.2034310712379","721"
"362","-215.45247422670127","-1153.9049484534025","723","292.07974850631444","-138.84050298737105","723","296.34624641470197","-130.3075071705961","723","-58.068272075440234","-839.1365441508805","723","352.8574981753284","-17.2850036493432","723"
"363","-573.1316586756874","-1871.2633173513748","725","354.0413934661137","-16.917213067772618","725","339.9143782687653","-45.171243462469405","725","346.26686160610643","-32.46627678778716","725","336.9624112072495","-51.075177585500974","725"
"364","147.25593926888527","-432.48812146222946","727","316.92139172927955","-93.15721654144089","727","162.2965670200499","-402.4068659599002","727","272.5846994075349","-181.83060118493023","727","343.47707654466484","-40.045846910670306","727"
"365","336.8618825148126","-55.276234970374844","729","197.01355468258396","-334.9728906348321","729","299.96314131136995","-129.07371737726012","729","129.40227762362963","-470.19544475274074","729","351.37511483367604","-26.24977033264797","729"
"366","-0.3444219190041622","-731.6888438380083","731","302.57255093726206","-125.85489812547584","731","228.44665792397706","-274.1066841520459","731","313.55243595615934","-103.89512808768126","731","316.98264652741165","-97.03470694517667","731"
"367","-477.8147428956023","-1688.6294857912046","733","347.30127249543654","-38.397455009126894","733","362.1213309516775","-8.757338096645007","733","179.21744518175262","-374.56510963649475","733","329.8172961796434","-73.36540764071326","733"
"368","135.56592672785038","-463.86814654429924","735","333.164544530361","-68.67091093927799","735","337.06701133335895","-60.865977333282075","735","145.84268985062548","-443.31462029874905","735","304.3637079156499","-126.27258416870016","735"
"369","127.2933950363495","-482.413209927301","737","355.9666415815019","-25.066716836996243","737","340.8886235871416","-55.2227528257168","737","342.4376941681922","-52.12461166361563","737","279.75828241006366","-177.48343517987263","737"
"370","160.74901993200908","-417.50196013598185","739","330.1795805066434","-78.64083898671326","739","353.12064809100707","-32.75870381798581","739","88.00333244604764","-562.9933351079047","739","318.9717536654358","-101.05649266912837","739"
"371","261.80013709729064","-217.39972580541877","741","344.1260318436899","-52.747936312620276","741","325.5579484109122","-89.88410317817551","741","225.9855771324895","-289.028845735021","741","318.7264334537218","-103.54713309255638","741"
"372","213.8815599910709","-315.2368800178582","743","358.35884285319787","-26.282314293604315","743","337.09096178856896","-68.81807642286213","743","341.35538179653594","-60.28923640692817","743","285.6432068937977","-171.71358621240464","743"
"373","19.687463939653355","-705.6250721206933","745","331.96363543358524","-81.07272913282956","745","214.99771996850745","-315.0045600629851","745","331.3554538836227","-82.28909223275461","745","356.00388756796826","-32.99222486406352","745"
"374","133.43566461619156","-480.1286707676169","747","361.22766419386346","-24.544671612273074","747","344.00461191759763","-58.99077616480469","747","328.5206292636743","-89.9587414726514","747","368.2012626991832","-10.597474601633644","747"
"375","214.9463915923957","-319.1072168152086","749","229.8913579747341","-289.2172840505318","749","353.46080686623117","-42.07838626753771","749","297.2786349701662","-154.4427300596676","749","327.9183063137926","-93.16338737241482","749"
"376","-45.416494944772694","-841.8329898895454","751","358.37143833285495","-34.257123334290114","751","350.7014546813216","-49.59709063735685","751","223.96034786445318","-303.07930427109363","751","352.8500670303453","-45.299865939309335","751"
"377","28.26645968577799","-696.467080628444","753","141.1925923055999","-470.6148153888002","753","361.62181190090973","-29.756376198180586","753","304.03368867997034","-144.93262264005932","753","273.0969088885176","-206.80618222296485","753"
"378","177.26549362428156","-400.4690127514369","755","235.15378654296862","-284.69242691406276","755","363.9566083383375","-27.086783323325026","755","326.9798405033956","-101.04031899320874","755","362.506508827203","-29.986982345593976","755"
"379","155.43384129994263","-446.13231740011474","757","326.65352822514524","-103.6929435497095","757","370.05303144752423","-16.893937104951565","757","330.4774715498606","-96.04505690027885","757","293.2073014645308","-170.58539707093837","757"
"380","-52.04270498082343","-863.0854099616469","759","307.67047351407035","-143.65905297185927","759","321.1289438530171","-116.74211229396572","759","329.2203169989706","-100.55936600205877","759","339.3953333368418","-80.20933332631637","759"
"381","135.98032149948136","-489.0393570010373","761","126.23681577060964","-508.5263684587807","761","297.4540536594854","-166.09189268102918","761","214.8983037174066","-331.2033925651868","761","356.56947685916293","-47.86104628167417","761"
"382","92.67005392677089","-577.6598921464582","763","127.10550424402629","-508.7889915119474","763","297.874459946339","-167.25108010732203","763","335.34817017593394","-92.30365964813215","763","332.8749662852648","-97.25006742947038","763"
"383","106.7078982620638","-551.5842034758724","765","287.6287796749925","-189.74244065001508","765","356.1523386397753","-52.695322720449454","765","293.1816210967344","-178.63675780653128","765","354.9568016947713","-55.08639661045747","765"
"384","-63.38119635410368","-893.7623927082074","767","361.08758413419906","-44.82483173160187","767","376.01596516350816","-14.96806967298367","767","377.0885280087911","-12.822943982417767","767","341.73313590192885","-83.53372819614226","767"
"385","288.4294787990257","-192.14104240194865","769","327.5108754324682","-113.97824913506358","769","363.5718564467824","-41.85628710643519","769","292.0950793558637","-184.80984128827265","769","319.07564232743164","-130.84871534513672","769"
"386","43.54523038148437","-683.9095392370313","771","155.527593200029","-459.944813599942","771","381.2806184324671","-8.438763135065745","771","318.13949941121234","-134.72100117757537","771","361.78517377393075","-47.42965245213853","771"
"387","235.71783315545804","-301.5643336890839","773","331.6786148578089","-109.64277028438224","773","375.4503695749725","-22.099260850054936","773","314.3047380015299","-144.3905239969402","773","307.4342907844947","-158.13141843101064","773"
"388","159.96073793954295","-455.0785241209141","775","345.79164037493314","-83.41671925013377","775","363.5909955806472","-47.81800883870559","775","330.01018270645125","-114.97963458709756","775","333.7089442307248","-107.58211153855036","775"
"389","238.8846292859587","-299.2307414280826","777","344.4099964397137","-88.18000712057261","777","308.46532901290817","-160.06934197418366","777","359.4128704880438","-58.174259023912455","777","287.46423070644965","-202.07153858710072","777"
"390","362.5354445401455","-53.929110919709004","779","114.85606922143438","-549.2878615571312","779","282.1290625214108","-214.74187495717848","779","346.15151066458463","-86.69697867083077","779","291.14165641096236","-196.71668717807535","779"
"391","45.54371107145727","-689.9125778570855","781","340.82304313870964","-99.35391372258073","781","330.3409249093785","-120.31815018124308","781","302.9549084771312","-175.09018304573758","781","210.43388337865568","-360.13223324268864","781"
"392","188.39006441257004","-406.2198711748599","783","154.95453306880864","-473.0909338623827","783","355.2575322174899","-72.48493556502028","783","198.44398012975103","-386.11203974049795","783","362.9746363250032","-57.0507273499936","783"
"393","273.4192540704022","-238.16149185919568","785","283.5625254850994","-217.87494902980114","785","352.60411657851915","-79.79176684296174","785","301.6184753795396","-181.76304924092088","785","321.6629848330481","-141.67403033390383","785"
"394","273.0233604813492","-240.95327903730157","787","298.1640085635787","-190.67198287284256","787","377.45695525569124","-32.08608948861756","787","296.9552471774392","-193.08950564512156","787","225.10649182040962","-336.78701635918077","787"
"395","232.24990322717343","-324.50019354565313","789","319.6212637435822","-149.75747251283565","789","318.61035388384533","-151.7792922323093","789","350.67635609737073","-87.64728780525853","789","367.1924472892367","-54.615105421526515","789"
"396","126.3487027394807","-538.3025945210386","791","389.155508614066","-12.688982771868028","791","313.2669159175753","-164.4661681648494","791","382.3780613394024","-26.243877321195257","791","383.3189349512867","-24.36213009742666","791"
"397","-9.16283184940852","-811.325663698817","793","378.33880057221864","-36.3223988555627","793","378.42365435336126","-36.15269129327746","793","355.8646102065878","-81.2707795868243","793","356.6396502391572","-79.72069952168556","793"
"398","374.3021138816891","-46.39577223662189","795","377.536037130118","-39.92792573976394","795","375.3063518247387","-44.38729635052258","795","388.0184007031925","-18.96319859361494","795","282.4596324517718","-230.08073509645632","795"
"399","182.8193555311462","-431.3612889377076","797","358.4818938153346","-80.03621236933073","797","377.1886686348754","-42.622662730249175","797","363.6532569732699","-69.6934860534602","797","368.2919225776594","-60.41615484468119","797"
"400","204.1723869597553","-390.6552260804894","799","396.6278449547039","-5.74431009059218","799","360.84592551086376","-77.30814897827248","799","265.23720087908464","-268.5255982418308","799","392.2600886435417","-14.479822712916643","799"
"401","329.25687734594044","-142.4862453081191","801","380.0160518226017","-40.96789635479664","801","377.16558592970927","-46.668828140581425","801","393.47658093150415","-14.046838136991653","801","356.7880306425778","-87.42393871484443","801"
"402","289.21630730434333","-224.56738539131337","803","315.7088353774186","-171.58232924516273","803","318.0759360539603","-166.8481278920794","803","355.0887857683606","-92.82242846327875","803","249.72348207442226","-303.55303585115547","803"
"403","279.9819219211086","-245.03615615778276","805","362.3343953582706","-80.3312092834588","805","238.76345255703475","-327.4730948859305","805","385.41019046280434","-34.17961907439131","805","315.4790163330197","-174.04196733396068","805"
"404","216.57800103047362","-373.84399793905277","807","313.0781866740731","-180.84362665185387","807","336.31905117079106","-134.36189765841792","807","271.6943850547402","-263.6112298905196","807","282.0643306252748","-242.87133874945033","807"
"405","265.30074642269074","-278.3985071546186","809","389.7858025917474","-29.42839481650515","809","326.9556728037732","-155.08865439245355","809","287.00187676850527","-234.99624646298943","809","225.16818559923829","-358.66362880152343","809"
"406","277.10795039484674","-256.7840992103065","811","397.68120516217897","-15.637589675642039","811","377.2923827240483","-56.41523455190343","811","365.24158131548893","-80.51683736902208","811","375.8888732549875","-59.22225349002502","811"
