"episode","comic-bush-346","comic-bush-346__MIN","comic-bush-346__MAX","spring-darkness-345","spring-darkness-345__MIN","spring-darkness-345__MAX","fragrant-shadow-344","fragrant-shadow-344__MIN","fragrant-shadow-344__MAX","comfy-forest-343","comfy-forest-343__MIN","comfy-forest-343__MAX","vocal-blaze-342","vocal-blaze-342__MIN","vocal-blaze-342__MAX"
"388","-2499.360309332833","-5773.720618665666","775","-1144.6734362312836","-3064.3468724625673","775","-165.41617587118992","-1105.8323517423798","775","238.61865195301664","-297.7626960939667","775","279.1572545185995","-216.68549096280105","775"
"389","-1977.1216781759886","-4731.243356351977","777","-920.1166471418878","-2617.2332942837756","777","-27.26240012476279","-831.5248002495256","777","208.151353629975","-360.69729274005","777","202.901549686401","-371.196900627198","777"
"390","-1133.739474274233","-3046.478948548466","779","-2106.9187622578215","-4992.837524515643","779","-979.4569989546808","-2737.9139979093616","779","246.27411785217544","-286.4517642956491","779","305.632138905628","-167.735722188744","779"
"391","-2064.2672309859304","-4909.534461971861","781","-506.1084116061131","-1793.2168232122262","781","-3058.0346171007955","-6897.069234201591","781","330.7487751475799","-119.50244970484013","781","336.21639512473354","-108.56720975053291","781"
"392","-1543.3042620583176","-3869.608524116635","783","-2349.7376382781717","-5482.4752765563435","783","11.28689954187621","-760.4262009162476","783","337.7658858842316","-107.4682282315368","783","340.5915026555175","-101.81699468896495","783"
"393","-1939.31310444797","-4663.62620889594","785","-1192.167508969662","-3169.335017939324","785","-124.29481343880434","-1033.5896268776087","785","362.3872614147196","-60.225477170560815","785","145.73283171913968","-493.53433656172064","785"
"394","-1398.55006414504","-3584.10012829008","787","-1421.9493058498658","-3630.8986116997316","787","-2148.338601098252","-5083.677202196504","787","303.3322638159351","-180.33547236812973","787","32.23015955933954","-722.5396808813209","787"
"395","-1749.0109754106797","-4287.0219508213595","789","-1090.5969213537608","-2970.1938427075215","789","277.1899278871907","-234.6201442256186","789","197.09410029951292","-394.81179940097417","789","264.16371067025455","-260.67257865949097","789"
"396","-1823.0212022127057","-4437.042404425411","791","-720.3543415095289","-2231.708683019058","791","257.2962793958359","-276.40744120832824","791","354.6534440172605","-81.693111965479","791","173.97978694905143","-443.04042610189714","791"
"397","-2280.876348739443","-5354.752697478886","793","-732.6341451962692","-2258.2682903925383","793","65.47060376086586","-662.0587924782683","793","255.492296114296","-282.015407771408","793","54.12419434206623","-684.7516113158675","793"
"398","-1232.1202536921307","-3259.2405073842615","795","-458.18219219283867","-1711.3643843856773","795","-723.3375345927564","-2241.6750691855127","795","360.6552298039402","-73.68954039211958","795","-124.52067963042566","-1044.0413592608513","795"
"399","-1670.72985623779","-4138.45971247558","797","-778.4635900451044","-2353.927180090209","797","-190.24719744351296","-1177.494394887026","797","158.58986849910943","-479.82026300178114","797","-1237.9716009219471","-3272.9432018438943","797"
"400","-1449.7027393298895","-3698.405478659779","799","-304.88935951516805","-1408.778719030336","799","248.67199792263347","-301.65600415473307","799","7.541033062916142","-783.9179338741677","799","244.22408243361014","-310.55183513277973","799"
"401","-1150.8094816173857","-3102.6189632347714","801","-535.7425463535067","-1872.4850927070133","801","-441.5688733531257","-1684.1377467062514","801","391.60949740616434","-17.781005187671322","801","-1419.7490733513516","-3640.4981467027033","801"
"402","-989.7527618957918","-2782.5055237915835","803","-1022.8544459579725","-2848.708891915945","803","234.044600877424","-334.910798245152","803","221.84286496229586","-359.3142700754083","803","-977.8080859439208","-2758.6161718878416","803"
"403","-992.9379703640539","-2790.8759407281077","805","-911.5428873166131","-2628.0857746332263","805","-1740.3333206512275","-4285.666641302455","805","214.12262463077465","-376.7547507384507","805","-516.8529622214471","-1838.7059244428942","805"
"404","-1156.8588876435897","-3120.7177752871794","807","-971.2956738449193","-2749.5913476898386","807","319.3990963969545","-168.20180720609096","807","352.6896676429304","-101.62066471413928","807","-2261.9872833135173","-5330.974566627035","807"
"405","-997.0078273145327","-2803.0156546290655","809","-39.29178958370386","-887.5835791674077","809","-830.6118535950282","-2470.2237071900563","809","10.296541063170366","-788.4069178736593","809","-2408.452145718627","-5625.904291437254","809"
"406","-863.3179916040742","-2537.6359832081484","811","-18.25803348997198","-847.516066979944","811","309.0296424298663","-192.94071514026732","811","225.15307050656605","-360.6938589868679","811","126.99037092834124","-557.0192581433175","811"
"407","-1242.0529763802526","-3297.1059527605053","813","305.4007327519298","-202.1985344961404","813","-549.9726271583555","-1912.945254316711","813","3.042680378348109","-806.9146392433038","813","-939.6854540797087","-2692.3709081594175","813"
"408","-1190.042226719469","-3195.084453438938","815","131.77713217952572","-551.4457356409486","815","184.1189499722971","-446.7621000554058","815","270.1316967716882","-274.7366064566236","815","-670.9031469526083","-2156.8062939052165","815"
"409","-859.1999863720475","-2535.399972744095","817","-61.19498438766368","-939.3899687753274","817","-351.7488001176074","-1520.4976002352148","817","-292.4813996612404","-1401.9627993224808","817","-796.0435029817811","-2409.087005963562","817"
"410","-820.4638794171251","-2459.92775883425","819","-345.2830064380265","-1509.566012876053","819","-160.08888716223566","-1139.1777743244713","819","-502.4267223553245","-1823.853444710649","819","114.71931438764062","-589.5613712247188","819"
"411","-1053.7079254567811","-2928.4158509135623","821","-672.709610758164","-2166.419221516328","821","113.3363553506606","-594.3272892986788","821","-9.194886899139192","-839.3897737982784","821","-122.26198171196643","-1065.5239634239329","821"
"412","-1126.9376489400565","-3076.875297880113","823","-487.60960946150226","-1798.2192189230045","823","279.1752983012405","-264.649403397519","823","7.981820520191945","-807.0363589596161","823","8.519253557160368","-805.9614928856793","823"
"413","-926.2827719482896","-2677.565543896579","825","-376.55496809813997","-1578.10993619628","825","-341.90239718115424","-1508.8047943623085","825","259.9479199658923","-305.1041600682153","825","225.04243139725816","-374.9151372054837","825"
"414","-1045.9920188371511","-2918.9840376743023","827","-1281.0326501444083","-3389.0653002888166","827","17.989065256150298","-791.0218694876994","827","347.14556167126756","-132.7088766574649","827","27.105152176872366","-772.7896956462553","827"
"415","-970.7876789863951","-2770.5753579727902","829","-280.31253597678733","-1389.6250719535747","829","-91.42135954439522","-1011.8427190887904","829","-87.2718712260916","-1003.5437424521832","829","80.36046557755452","-668.279068844891","829"
"416","-1469.745915407578","-3770.491830815156","831","-145.9324404065262","-1122.8648808130524","831","-129.01557007765223","-1089.0311401553045","831","93.6356003416397","-643.7287993167206","831","147.74769087843487","-535.5046182431303","831"
"417","-1207.5750532281616","-3248.150106456323","833","-1011.3228820708564","-2855.645764141713","833","-411.65567033619266","-1656.3113406723853","833","145.77846648753712","-541.4430670249258","833","-244.9313669042666","-1322.8627338085332","833"
"418","-816.5813898937308","-2468.1627797874617","835","-170.58828075959616","-1176.1765615191923","835","85.01008442892987","-664.9798311421403","835","126.03733135703146","-582.9253372859371","835","-434.31995880023385","-1703.6399176004677","835"
"419","-2413.1040222039564","-5663.208044407913","837","44.77900951696586","-747.4419809660683","837","-1227.205589250681","-3291.411178501362","837","175.1192267235237","-486.7615465529526","837","76.52040802341043","-683.9591839531791","837"
"420","-2136.8558594872416","-5112.711718974483","839","-236.31507399158636","-1311.6301479831727","839","256.5708183299657","-325.85836334006865","839","-44.231304295167774","-927.4626085903355","839","-32.082634063516196","-903.1652681270324","839"
"421","-1900.0073985412796","-4641.014797082559","841","-131.88705722829252","-1104.774114456585","841","-221.30076493892022","-1283.6015298778404","841","78.57384594208611","-683.8523081158278","841","20.240715990438616","-800.5185680191228","841"
"422","-1866.1801479534993","-4575.3602959069985","843","-66.25960025041257","-975.5192005008251","843","-48.92583856163617","-940.8516771232723","843","119.24598791719319","-604.5080241656136","843","-157.35630589754635","-1157.7126117950927","843"
"423","-542.4000188036119","-1929.8000376072239","845","236.86202608491067","-371.27594783017867","845","321.07148623230563","-202.85702753538874","845","232.57223777805098","-379.85552444389805","845","-24.289816339522247","-893.5796326790445","845"
"424","-1157.0163602051946","-3161.032720410389","847","-19.824664034319255","-886.6493280686385","847","166.2380137373264","-514.5239725253472","847","-291.8804497343599","-1430.7608994687198","847","5.823513161983442","-835.3529736760331","847"
"425","-1464.916093546125","-3778.83218709225","849","-579.186571590962","-2007.373143181924","849","290.09467841673506","-268.8106431665299","849","148.15399462121695","-552.6920107575661","849","-311.90524386379514","-1472.8104877275903","849"
"426","-1806.9193915327542","-4464.838783065508","851","-568.4519964898334","-1987.9039929796668","851","385.4135847550371","-80.17283048992574","851","112.0371611637899","-626.9256776724202","851","-152.35421487748772","-1155.7084297549754","851"
"427","-1263.7956925688782","-3380.5913851377563","853","-138.45853084366297","-1129.917061687326","853","-601.320534663759","-2055.641069327518","853","73.81201649982569","-705.3759670003486","853","-186.1552579306956","-1225.3105158613912","853"
"428","-1090.642257783298","-3036.284515566596","855","148.4005603226381","-558.1988793547238","855","403.86176781739357","-47.27646436521291","855","62.78340646810261","-729.4331870637948","855","-384.5506093789153","-1624.1012187578306","855"
"429","-1335.3590874184001","-3527.7181748368002","857","203.64500894321435","-449.7099821135713","857","400.7710808025936","-55.45783839481277","857","127.9577428107321","-601.0845143785358","857","-943.4172137259925","-2743.834427451985","857"
"430","-2226.0823933151964","-5311.164786630393","859","-791.6901321989844","-2442.380264397969","859","142.50936084588403","-573.9812783082319","859","273.6545579044379","-311.69088419112416","859","-431.6588288276612","-1722.3176576553224","859"
"431","-2250.111100332726","-5361.222200665452","861","-71.40982044855184","-1003.8196408971037","861","316.2037095452584","-228.59258090948322","861","-42.06002852183843","-945.1200570436769","861","-597.6262005471342","-2056.2524010942684","861"
"432","-1507.9812394562546","-3878.962478912509","863","152.08100999523924","-558.8379800095215","863","407.95863086315967","-47.082738273680654","863","276.4283443975373","-310.14331120492545","863","-3017.20230250905","-6897.4046050181","863"
"433","-1950.790679843541","-4766.581359687082","865","144.2754909627173","-576.4490180745654","865","370.66894121457545","-123.66211757084906","865","222.89658799242085","-419.2068240151583","865","-2447.8160331495837","-5760.6320662991675","865"
"434","-1320.9150262287826","-3508.830052457565","867","43.76853909243641","-779.4629218151272","867","-309.57401037691204","-1486.148020753824","867","88.85074710584314","-689.2985057883137","867","-4054.5681895519683","-8976.136379103937","867"
"435","-937.1781023683213","-2743.3562047366427","869","-74.11955673876139","-1017.2391134775228","869","386.2483155124505","-96.50336897509897","869","-364.36521794956525","-1597.7304358991305","869","-3100.937576790978","-7070.875153581956","869"
"436","-1266.7131862442625","-3404.426372488525","871","64.74042915821047","-741.519141683579","871","383.37777950478943","-104.24444099042114","871","152.2681659052588","-566.4636681894824","871","-3355.623350064308","-7582.246700128616","871"
"437","-1142.6137412910762","-3158.2274825821523","873","-481.1633309187573","-1835.3266618375146","873","295.2645541835781","-282.47089163284375","873","-400.61301389909295","-1674.226027798186","873","-3803.9128681072907","-8480.825736214581","873"
"438","-1339.3705467721527","-3553.7410935443054","875","-292.1617693620427","-1459.3235387240854","875","-258.13980833570315","-1391.2796166714063","875","-214.95390825937704","-1304.907816518754","875","-1526.3166844457864","-3927.633368891573","875"
"439","-1593.899189334168","-4064.798378668336","877","135.29641041429983","-606.4071791714003","877","397.4521600855646","-82.0956798288707","877","309.3443422235813","-258.31131555283747","877","-2798.014478066101","-6473.028956132202","877"
"440","-1382.2853087070218","-3643.5706174140437","879","247.80457129533448","-383.39085740933103","879","157.08875576009802","-564.822488479804","879","160.23838344270854","-558.5232331145829","879","-2115.4584469271504","-5109.916893854301","879"
"441","-1322.0941721732688","-3525.1883443465376","881","-424.4334637915315","-1729.866927583063","881","157.76396602760968","-565.4720679447806","881","128.43925539076537","-624.1214892184693","881","-1299.2221902723302","-3479.4443805446604","881"
"442","-1400.044831682184","-3683.089663364368","883","-305.8719099822697","-1494.7438199645394","883","316.6828057241996","-249.63438855160078","883","1.112199957805899","-880.7756000843882","883","-1757.0960794879957","-4397.192158975991","883"
"443","-1249.6133957898048","-3384.2267915796097","885","-978.5418499173766","-2842.083699834753","885","359.330438541208","-166.33912291758395","885","381.4977569557326","-122.00448608853483","885","-1989.753215056281","-4864.506430112562","885"
"444","-3015.1504515287866","-6917.300903057573","887","-258.14755217499567","-1403.2951043499913","887","274.14514408848356","-338.7097118230328","887","340.6549505961679","-205.6900988076642","887","-2315.720207478634","-5518.440414957268","887"
"445","-1308.5740562473209","-3506.1481124946417","889","-1188.2882081888029","-3265.5764163776057","889","221.44568980814094","-446.1086203837181","889","39.29410690112394","-810.4117861977521","889","-1828.9389486464465","-4546.877897292893","889"
"446","-4460.4538204955625","-9811.907640991125","891","-463.88432190957246","-1818.768643819145","891","396.9795889785105","-97.04082204297903","891","-153.95800798533264","-1198.9160159706653","891","-3223.7278505171466","-7338.455701034293","891"
"447","-2325.8857379809087","-5544.7714759618175","893","-811.6907631094141","-2516.381526218828","893","299.0899440699079","-294.82011186018417","893","190.52126617444776","-511.9574676511045","893","-4179.451069459882","-9251.902138919764","893"
"448","-2336.5154150503677","-5568.030830100735","895","-159.19190893835423","-1213.3838178767085","895","420.6003673295521","-53.79926534089578","895","270.50769905149065","-353.9846018970187","895","-2445.65327619735","-5786.3065523947","895"
"449","-2777.3646463429172","-6451.7292926858345","897","-773.3835471074233","-2443.7670942148466","897","417.3377497697611","-62.324500460477815","897","106.07447019184787","-684.8510596163043","897","-5231.309240127627","-11359.618480255254","897"
"450","-3088.033517498188","-7075.067034996376","899","-401.07775708428414","-1701.1555141685683","899","127.31239946696047","-644.3752010660791","899","341.4509918879427","-216.0980162241147","899","-8472.702205972135","-17844.40441194427","899"
"451","-2412.5344032424264","-5726.068806484853","901","-477.87869314637396","-1856.757386292748","901","425.1123496810541","-50.77530063789173","901","23.631161256995938","-853.7376774860081","901","-3949.1822567954305","-8799.364513590861","901"
"452","-2777.1636684741234","-6457.327336948247","903","-293.1660349016221","-1489.3320698032442","903","-283.5877737799741","-1470.1755475599482","903","275.16556733294965","-352.66886533410064","903","-4372.316486200365","-9647.63297240073","903"
"453","-2232.6194761916818","-5370.2389523833635","905","-1274.4896540510167","-3453.9793081020334","905","211.5503826309681","-481.8992347380638","905","349.7468931770845","-205.50621364583108","905","-4919.5338869433745","-10744.067773886749","905"
"454","-5164.4249338466225","-11235.849867693245","907","-2039.4222049023201","-4985.84440980464","907","142.4991991465771","-622.0016017068458","907","279.8416912547988","-347.3166174904024","907","-1625.2423156060313","-4157.484631212063","907"
"455","-2332.478132865716","-5573.956265731432","909","-1669.5529160001456","-4248.105832000291","909","367.20829341561506","-174.58341316876985","909","292.0359525152108","-324.9280949695784","909","-2405.6724333235625","-5720.344866647125","909"
"456","-3594.486958790618","-8099.973917581236","911","-1423.1401016076811","-3757.2802032153622","911","125.22110140404567","-660.5577971919087","911","388.4125707845854","-134.1748584308292","911","-2930.341628943554","-6771.683257887108","911"
"457","-3876.9467266308893","-8666.893453261779","913","-1068.4684987659598","-3049.9369975319196","913","401.28081273460225","-110.43837453079551","913","154.55734822473772","-603.8853035505246","913","-2355.959210715087","-5624.918421430174","913"
"458","-3875.4522241635586","-8665.904448327117","915","-594.6627506681964","-2104.325501336393","915","201.1633818447201","-512.6732363105598","915","385.31359567018524","-144.37280865962958","915","-4067.476718533697","-9049.953437067394","915"
"459","-3921.94255729238","-8760.88511458476","917","-650.1468528427495","-2217.293705685499","917","-190.11167106516018","-1297.2233421303204","917","417.6807482880838","-81.63850342383239","917","-3321.169920335999","-7559.339840671998","917"
"460","-2469.588344589062","-5858.176689178124","919","-1272.4876018330235","-3463.975203666047","919","269.4383457331227","-380.12330853375465","919","408.3471895342832","-102.30562093143364","919","-5604.32310916539","-12127.64621833078","919"
"461","-2710.466908960483","-6341.933817920966","921","-644.2229245738649","-2209.44584914773","921","213.7203728336705","-493.559254332659","921","88.60032263285285","-743.7993547342943","921","-5500.246517348872","-11921.493034697743","921"
"462","-2394.010464973954","-5711.020929947908","923","-119.69713739584131","-1162.3942747916826","923","332.3339317456522","-258.3321365086956","923","204.69333285540847","-513.6133342891831","923","-12546.312494888194","-26015.62498977639","923"
"463","-2438.4450961414823","-5801.890192282965","925","-150.45063284988157","-1225.9012656997631","925","306.4737115469343","-312.0525769061315","925","121.81237662591019","-681.3752467481796","925","-6351.556941946475","-13628.11388389295","925"
"464","-3325.806234417442","-7578.612468834884","927","-755.6750522489187","-2438.3501044978375","927","364.0420693675695","-198.91586126486092","927","-311.98214404418775","-1550.9642880883755","927","-6264.2666527723","-13455.5333055446","927"
"465","-2607.620721272286","-6144.241442544572","929","-252.09322995102457","-1433.1864599020491","929","194.8391007367896","-539.3217985264208","929","365.49456393833134","-198.0108721233373","929","-4351.4611998870105","-9631.922399774021","929"
"466","-2514.1014126220534","-5959.202825244107","931","-402.92064463191946","-1736.841289263839","931","141.73822050558528","-647.5235589888294","931","391.52275952742303","-147.95448094515396","931","-4523.835228544669","-9978.670457089338","931"
"467","-3313.793763759947","-7560.587527519894","933","-413.92228230557646","-1760.844564611153","933","450.29618287211144","-32.40763425577708","933","127.19418552284174","-678.6116289543165","933","-4214.754115125354","-9362.508230250707","933"
"468","-2471.195223882688","-5877.390447765376","935","320.24501783585424","-294.50996432829146","935","437.04700935036107","-60.90598129927789","935","345.7660498737541","-243.4679002524917","935","-3883.392189668749","-8701.784379337498","935"
"469","-2801.2774067054866","-6539.554813410973","937","315.8264259313514","-305.3471481372972","937","385.74016532757605","-165.5196693448479","937","398.7110662490873","-139.5778675018254","937","-5051.31045085401","-11039.62090170802","937"
"470","-2118.0351971824284","-5175.070394364857","939","-191.61227064782634","-1322.2245412956527","939","413.605869847603","-111.788260304794","939","364.3895880491076","-210.22082390178477","939","-4602.0958461809405","-10143.191692361881","939"
"471","-2239.828174905365","-5420.65634981073","941","-391.96585137015654","-1724.931702740313","941","48.199838049791026","-844.600323900418","941","115.22695928994062","-710.5460814201188","941","-4979.081154268199","-10899.162308536397","941"
"472","108.54509741705385","-725.9098051658923","943","275.4882553399582","-392.02348932008357","943","300.6528581911517","-341.69428361769656","943","222.51427659360235","-497.9714468127953","943","-4217.789164598997","-9378.578329197993","943"
"473","-2739.418660694474","-6423.837321388948","945","373.33448121843855","-198.33103756312286","945","105.79870155707107","-733.4025968858579","945","421.54145293218374","-101.91709413563255","945","-4445.183263267334","-9835.366526534668","945"
"474","-1964.3574182138123","-4875.7148364276245","947","202.4641924845268","-542.0716150309464","947","283.25427462255254","-380.49145075489497","947","223.4754107058954","-500.0491785882092","947","-1728.9482527931063","-4404.896505586213","947"
"475","-2800.0556916111104","-6549.111383222221","949","314.7815891640801","-319.43682167183977","949","263.0803549414109","-422.83929011717817","949","162.43444029589","-624.13111940822","949","-1730.382820972116","-4409.765641944232","949"
"476","-1838.9727664420748","-4628.9455328841495","951","310.4371465388282","-330.12570692234357","951","72.44771034075768","-806.1045793184846","951","443.2924169168287","-64.41516616634263","951","-1765.384500558746","-4481.769001117492","951"
"477","-3238.671994101094","-7430.343988202188","953","170.02036457726064","-612.9592708454787","953","350.2320219040125","-252.5359561919749","953","382.2077480559261","-188.58450388814782","953","-2516.549146331085","-5986.09829266217","953"
"478","-3679.8249681304515","-8314.649936260903","955","304.5874036316813","-345.8251927366374","955","448.55795452087233","-57.884090958255335","955","416.90028234749883","-121.19943530500231","955","-1517.5210944480605","-3990.042188896121","955"
"479","-2651.792914114167","-6260.585828228334","957","50.403034972416265","-856.1939300551675","957","366.648494686896","-223.70301062620797","957","362.8648791194136","-231.27024176117274","957","-1183.1350522757757","-3323.2701045515514","957"
"480","-2209.612521534092","-5378.225043068184","959","179.37559125004458","-600.2488174999108","959","415.29768548867423","-128.40462902265153","959","116.88671959357902","-725.226560812842","959","-2273.810054856827","-5506.620109713654","959"
"481","-3981.2961674355765","-8923.592334871153","961","89.28775565994346","-782.4244886801131","961","282.25709660666257","-396.48580678667486","961","242.5794900261265","-475.841019947747","961","-3138.99741743387","-7238.99483486774","961"
"482","-4594.8012001599745","-10152.602400319949","963","-14.433572065938222","-991.8671441318764","963","438.6663891385269","-85.66722172294628","963","441.8267366023248","-79.34652679535046","963","-4129.500909306545","-9222.00181861309","963"
"483","-2742.3269058309975","-6449.653811661995","965","-157.77331894935003","-1280.5466378987","965","327.89337389149136","-309.2132522170172","965","410.95059574311256","-143.09880851377486","965","-2925.382531472323","-6815.765062944646","965"
"484","-2054.8671346396573","-5076.7342692793145","967","-2108.4126358353633","-5183.825271670727","967","439.7571019261036","-87.4857961477928","967","394.311221744104","-178.37755651179202","967","-2083.3873654235617","-5133.7747308471235","967"
"485","-3492.903177599447","-7954.806355198894","969","-654.9829314092096","-2278.9658628184193","969","148.50199250931473","-671.9960149813705","969","422.44190250943126","-124.1161949811375","969","-2012.2870249656903","-4993.574049931381","969"
"486","-3560.2334743373285","-8091.466948674657","971","-903.7312709413147","-2778.4625418826295","971","141.6448072043192","-687.7103855913616","971","365.32472190825365","-240.35055618349267","971","-1256.6423032027094","-3484.284606405419","971"
"487","-2312.5927619869926","-5598.185523973985","973","-244.63392734636","-1462.26785469272","973","370.77555142178414","-231.44889715643177","973","337.50807327760924","-297.9838534447815","973","-1382.260460385885","-3737.52092077177","973"
"488","-2615.4989573953967","-6205.997914790793","975","-511.4453063814775","-1997.890612762955","975","83.25293166760474","-808.4941366647905","975","342.7666520607347","-289.46669587853063","975","-1292.3218058067332","-3559.6436116134664","975"
"489","-2319.2432142404336","-5615.486428480867","977","-342.8466372557218","-1662.6932745114436","977","145.41941753177332","-686.1611649364534","977","323.02159370580887","-330.95681258838226","977","-2126.0889426181834","-5229.177885236367","977"
"490","-2939.5889418400766","-6858.177883680153","979","-839.8267451267429","-2658.653490253486","979","-102.74189502145293","-1184.4837900429059","979","447.9948549803081","-83.01029003938383","979","-1281.018877989371","-3541.037755978742","979"
"491","-2163.403194840141","-5307.806389680282","981","-570.4786242469668","-2121.9572484939335","981","-166.72966947642647","-1314.459338952853","981","278.3248220425957","-424.3503559148086","981","-855.1381819114908","-2691.2763638229817","981"
"492","-3625.967709663393","-8234.935419326786","983","-328.71228064992465","-1640.4245612998493","983","-20.864637373300297","-1024.7292747466006","983","164.8220749600208","-653.3558500799584","983","-527.4998968922725","-2037.999793784545","983"
"493","-4051.488750921768","-9087.977501843536","985","-742.2080269785104","-2469.4160539570207","985","-271.25987795861465","-1527.5197559172293","985","228.0724230178783","-528.8551539642434","985","-956.22586792687","-2897.45173585374","985"
"494","-3401.0259543517836","-7789.051908703567","987","-307.53591070692164","-1602.0718214138433","987","-235.4092779093594","-1457.8185558187188","987","205.42536013878134","-576.1492797224373","987","-371.265229338778","-1729.530458677556","987"
"495","-3515.57066040387","-8020.14132080774","989","-845.1223646125798","-2679.2447292251595","989","283.2424146033902","-422.5151707932195","989","357.647771725657","-273.70445654868604","989","-672.8964509395489","-2334.792901879098","989"
"496","-1689.7876403754076","-4370.575280750815","991","-1249.8466756249406","-3490.6933512498813","991","316.02805037230524","-358.9438992553895","991","434.16866628054754","-122.66266743890492","991","-452.24686487719714","-1895.4937297543943","991"
"497","-4178.727557816166","-9350.455115632332","993","-379.0390317497453","-1751.0780634994906","993","-284.2782552206786","-1561.5565104413572","993","229.85511833812632","-533.2897633237474","993","-479.3845453970398","-1951.7690907940796","993"
"498","-3592.7632631609085","-8180.526526321817","995","-173.762805949342","-1342.525611898684","995","-345.93558424379967","-1686.8711684875993","995","441.80915694313353","-111.38168611373291","995","-615.1906528598329","-2225.3813057196658","995"
"499","-3703.0938976976777","-8403.187795395355","997","-286.1986270796949","-1569.3972541593898","997","60.43677669551681","-876.1264466089664","997","438.7470567277822","-119.50588654443563","997","-377.80955971033677","-1752.6191194206735","997"
"500","-3720.0822168739724","-8439.164433747945","999","-207.19488029573154","-1413.389760591463","999","143.13709083582302","-712.725818328354","999","-226.47241166514675","-1451.9448233302935","999","-421.707972585555","-1842.41594517111","999"
"501","-2893.5755064330033","-6788.151012866007","1001","288.253239765844","-424.49352046831206","1001","290.311324935249","-420.3773501295021","1001","373.833073069741","-253.33385386051808","1001","-1016.9783486883653","-3034.9566973767305","1001"
"502","-3046.1171934772265","-7095.234386954453","1003","-175.04075267623648","-1353.081505352473","1003","409.1112579866225","-184.777484026755","1003","456.68569140832955","-89.62861718334095","1003","-803.1932998116533","-2609.3865996233067","1003"
"503","-3516.993258224948","-8038.986516449896","1005","-35.09409138365254","-1075.188182767305","1005","315.9673957872668","-373.06520842546644","1005","241.48837519752357","-522.0232496049529","1005","-624.2349333540299","-2253.4698667080597","1005"
"504","-3608.5049526434677","-8224.009905286935","1007","154.25363843746152","-698.492723125077","1007","265.8811801295135","-475.23763974097295","1007","241.67867221170155","-523.6426555765969","1007","-670.7991056055967","-2348.5982112111933","1007"
"505","-2964.622223716459","-6938.244447432918","1009","408.2673376346153","-192.46532473076945","1009","286.2785593696358","-436.4428812607284","1009","417.92106545529623","-173.15786908940757","1009","-633.9436177935536","-2276.887235587107","1009"
"506","-3687.260450902839","-8385.520901805678","1011","177.17497230807493","-656.6500553838501","1011","224.94457143921005","-561.1108571215799","1011","459.0512854085605","-92.89742918287904","1011","-103.29944071717807","-1217.5988814343561","1011"
"507","-4337.235333873141","-9687.470667746282","1013","292.96056345918095","-427.0788730816381","1013","468.0673409487111","-76.86531810257785","1013","36.13555688353057","-940.7288862329389","1013","-1165.7196428362379","-3344.4392856724758","1013"
"508","-3783.520023862062","-8582.040047724124","1015","386.85453996451906","-241.2909200709619","1015","265.7508830159069","-483.49823396818624","1015","286.23086230405585","-442.5382753918883","1015","92.9421996297051","-829.1156007405898","1015"
"509","-5118.35905345723","-11253.71810691446","1017","-68.88520455377102","-1154.770409107542","1017","463.7952739419692","-89.4094521160616","1017","153.43776680602542","-710.1244663879492","1017","-1113.69029125449","-3244.38058250898","1017"
"510","-7477.031730022064","-15973.063460044128","1019","204.25459355364302","-610.490812892714","1019","98.36195517524686","-822.2760896495063","1019","273.4178974284473","-472.16420514310533","1019","-245.40619303971778","-1509.8123860794356","1019"
"511","-7174.603758652532","-15370.207517305063","1021","191.42671674634812","-638.1465665073038","1021","400.3111171024683","-220.37776579506337","1021","284.45850026327844","-452.0829994734431","1021","-679.5418006650702","-2380.0836013301405","1021"
"512","-6775.2052094154205","-14573.410418830841","1023","349.5497450967904","-323.9005098064192","1023","400.1125824708711","-222.77483505825788","1023","112.63778247446743","-797.7244350510651","1023","-357.2673390089732","-1737.5346780179464","1023"
"513","-6605.159986217067","-14235.319972434134","1025","-85.1430053029012","-1195.2860106058024","1025","474.9149210628318","-75.17015787433635","1025","456.99945033589637","-111.00109932820725","1025","-714.0928669174766","-2453.185733834953","1025"
"514","-6530.87076998279","-14088.74153996558","1027","469.9354310622065","-87.12913787558699","1027","440.17476765297073","-146.65046469405857","1027","-954.3492668763781","-2935.6985337527562","1027","-97.28194636351986","-1221.5638927270397","1027"
"515","-4772.167398754936","-10573.334797509871","1029","310.28650507642317","-408.4269898471537","1029","424.2414802092503","-180.51703958149943","1029","405.11820687132786","-218.76358625734431","1029","-499.6355391296478","-2028.2710782592956","1029"
"516","-4309.4249991514525","-9649.849998302905","1031","212.11409898157024","-606.7718020368595","1031","497.83343546346066","-35.33312907307873","1031","360.38937864053594","-310.22124271892807","1031","-220.68866153557587","-1472.3773230711517","1031"
"517","-3982.3609032808736","-8997.721806561747","1033","399.59851921785366","-233.80296156429267","1033","430.5920406701299","-171.81591865974022","1033","400.2316990157266","-232.53660196854688","1033","-1264.8745718521277","-3562.7491437042554","1033"
"518","-4510.053767428322","-10055.107534856645","1035","326.9771046102537","-381.0457907794925","1035","287.5551190795011","-459.88976184099783","1035","466.84878347260315","-101.30243305479365","1035","-548.6314669449264","-2132.262933889853","1035"
"519","-7028.463834522126","-15093.927669044251","1037","175.01763840507328","-686.9647231898534","1037","517.0056367671355","-2.9887264657291563","1037","395.0134839406269","-246.9730321187462","1037","-346.61887026297904","-1730.237740525958","1037"
