"episode","helpful-wind-308","helpful-wind-308__MIN","helpful-wind-308__MAX","upbeat-lion-306","upbeat-lion-306__MIN","upbeat-lion-306__MAX","avid-pond-302","avid-pond-302__MIN","avid-pond-302__MAX","upbeat-morning-300","upbeat-morning-300__MIN","upbeat-morning-300__MAX","treasured-sky-299","treasured-sky-299__MIN","treasured-sky-299__MAX"
"270","159.14617903165563","-220.70764193668873","539","254.24254478542534","-30.514910429149335","539","191.73123160424797","-155.53753679150407","539","217.10880326121696","-104.78239347756605","539","212.90165896121806","-113.19668207756385","539"
"271","241.10209252056305","-58.79581495887391","541","186.3214459842194","-168.35710803156118","541","199.78244942416387","-141.43510115167226","541","269.4495502357054","-2.1008995285892804","541","112.59153880692097","-315.81692238615807","541"
"272","226.5715633241041","-89.85687335179179","543","98.72485806825344","-345.5502838634931","543","177.4913674092408","-188.0172651815184","543","193.38616824004436","-156.2276635199113","543","157.73975304191205","-227.5204939161759","543"
"273","264.066463596516","-16.867072806968103","545","170.39961487357857","-204.20077025284283","545","267.3428216963157","-10.314356607368588","545","258.8640409063649","-27.27191818727017","545","263.433212118278","-18.133575763444007","545"
"274","245.58305684267674","-55.83388631464652","547","-11.180744045340532","-569.3614880906811","547","155.8657263870487","-235.26854722590255","547","167.72855105833574","-211.54289788332852","547","192.64754222021776","-161.7049155595645","547"
"275","217.6737428576305","-113.65251428473904","549","18.412407998425806","-512.1751840031484","549","246.61019927991507","-55.77960144016988","549","199.87005593918707","-149.25988812162586","549","249.2695055062561","-50.46098898748781","549"
"276","133.56144219493436","-283.8771156101313","551","179.36393204441555","-192.27213591116893","551","206.9900110108041","-137.0199779783918","551","201.39979958647172","-148.2004008270566","551","165.72648042127366","-219.5470391574527","551"
"277","160.61087742484946","-231.77824515030107","553","213.41572652842385","-126.16854694315232","553","263.1375587247043","-26.72488255059131","553","272.35897656426727","-8.282046871465504","553","2.914922448564937","-547.1701551028701","553"
"278","30.3358015206164","-494.3283969587672","555","70.50739717798245","-413.9852056440351","555","256.75577336838666","-41.48845326322664","555","188.6051047479863","-177.7897905040274","555","272.6348521365655","-9.730295726869075","555"
"279","230.36388668562506","-96.27222662874989","557","235.52611016063076","-85.94777967873847","557","155.96628997965905","-245.06742004068187","557","206.69783111020104","-143.60433777959793","557","224.7077157419712","-107.58456851605759","557"
"280","191.32353314685543","-176.35293370628912","559","155.8278343620541","-247.3443312758918","559","263.2475334129751","-32.50493317404981","559","231.67494380231543","-95.65011239536915","559","105.41995931388388","-348.16008137223224","559"
"281","68.03868682517319","-424.9226263496536","561","129.3219254853711","-302.3561490292578","561","143.16532736558494","-274.6693452688301","561","260.9377534941711","-39.12449301165783","561","190.87744777166796","-179.24510445666408","561"
"282","267.8579700987519","-27.284059802496238","563","107.01030592228597","-348.97938815542807","563","218.8919431185593","-125.21611376288138","563","241.04481078551657","-80.91037842896687","563","232.97485806870998","-97.05028386258006","563"
"283","26.321374822819394","-512.3572503543612","565","125.57986236363266","-313.8402752727347","565","274.26047961154654","-16.479040776906942","565","276.33717677622576","-12.325646447548515","565","213.2319044239665","-138.53619115206698","565"
"284","216.1590801124545","-134.68183977509102","567","-96.99173864984073","-760.9834772996815","567","250.19579389076108","-66.60841221847785","567","269.0326245707281","-28.934750858543737","567","206.95668695043213","-153.08662609913577","567"
"285","51.47408590514104","-466.0518281897179","569","28.696976434418048","-511.6060471311639","569","270.795047808506","-27.409904382988003","569","251.65023626931202","-65.69952746137598","569","240.1596013545446","-88.68079729091077","569"
"286","5.428377693630807","-560.1432446127384","571","-33.90717405839405","-638.8143481167881","571","272.3680892917613","-26.263821416477402","571","279.6492875544106","-11.701424891178766","571","137.37467048654938","-296.25065902690125","571"
"287","-16.737783684450335","-606.4755673689007","573","56.25789308176718","-460.48421383646564","573","245.69658386361448","-81.60683227277103","573","179.48361757854732","-214.03276484290535","573","96.69599621850267","-379.60800756299466","573"
"288","159.4266351728168","-256.1467296543664","575","167.3818024280862","-240.23639514382762","575","188.71412252604108","-197.57175494791784","575","248.50888595779634","-77.9822280844073","575","236.86653589730065","-101.26692820539873","575"
"289","228.14625586129236","-120.70748827741527","577","-49.87779752925621","-676.7555950585124","577","236.5060480983454","-103.98790380330922","577","238.9934307881216","-99.0131384237568","577","266.83097570154166","-43.338048596916714","577"
"290","-278.96183408333593","-1136.9236681666719","579","-431.3765001621972","-1441.7530003243944","579","281.27570734899473","-16.448585302010528","579","246.16653604498566","-86.66692791002868","579","208.52369234835032","-161.95261530329932","579"
"291","199.16746058201988","-182.66507883596026","581","-29.15251590730037","-639.3050318146007","581","276.31923465846097","-28.361530683078033","581","173.88038290235824","-233.23923419528353","581","273.39495432145833","-34.21009135708338","581"
"292","25.50071643524575","-531.9985671295085","583","-291.5177638034095","-1166.035527606819","583","268.84464337208436","-45.31071325583128","583","286.56579343310415","-9.868413133791693","583","282.0158019942759","-18.96839601144823","583"
"293","249.2360297316846","-86.52794053663081","585","-89.76388532905673","-764.5277706581135","585","217.7967216054913","-149.40655678901737","585","274.434748680862","-36.13050263827592","585","225.70176249296955","-133.5964750140609","585"
"294","190.43222793586654","-206.1355441282669","587","-97.91818680673123","-782.8363736134625","587","130.88602409011867","-325.22795181976267","587","112.2841508830247","-362.4316982339506","587","210.94730928400458","-165.10538143199085","587"
"295","45.204430787661494","-498.591138424677","589","-527.500234932554","-1644.000469865108","589","216.2908573350978","-156.4182853298044","589","267.31739467884955","-54.36521064230085","589","268.4411463226064","-52.117707354787164","589"
"296","269.5665678857101","-51.866864228579736","591","175.24335964578114","-240.51328070843775","591","146.51153528475004","-297.9769294304999","591","248.8470983645072","-93.30580327098559","591","166.13131427849692","-258.73737144300617","591"
"297","111.000322515824","-370.999354968352","593","212.47183540256952","-168.05632919486095","593","198.36462814055756","-196.27074371888486","593","294.8107638618763","-3.3784722762473844","593","182.70025097686437","-227.5994980462713","593"
"298","203.24943072831974","-188.5011385433605","595","47.54599792510808","-499.90800414978384","595","163.00605845118147","-268.98788309763705","595","284.13118361012386","-26.73763277975232","595","173.6770200370422","-247.64595992591558","595"
"299","200.5546090842571","-195.89078183148578","597","127.02323474167005","-342.9535305166599","597","259.4044439481978","-78.19111210360433","597","193.246636140252","-210.50672771949596","597","275.00198601506344","-46.99602796987309","597"
"300","56.22127865346488","-486.55744269307024","599","263.85926087370245","-71.2814782525951","599","237.74122243205954","-123.51755513588088","599","225.63505754280592","-147.72988491438815","599","249.37810538886353","-100.24378922227292","599"
"301","128.80726219081743","-343.38547561836515","601","-2.4140863636845893","-605.8281727273692","601","285.08902326983036","-30.82195346033926","601","285.5094686485906","-29.981062702818797","601","292.0418764658732","-16.916247068253558","601"
"302","292.13278765687545","-18.734424686249103","603","160.6221240094075","-281.755751981185","603","240.0915694008908","-122.81686119821843","603","261.7014049235615","-79.59719015287706","603","218.39985039523333","-166.20029920953337","603"
"303","7.536938841273297","-589.9261223174534","605","225.9543383294611","-153.09132334107778","605","229.12985661138316","-146.74028677723368","605","293.8751829703407","-17.24963405931863","605","292.92024476079257","-19.159510478414823","605"
"304","213.63353708429062","-179.73292583141875","607","266.9127644000393","-73.17447119992138","607","296.25415037010663","-14.491699259786701","607","167.7971062110381","-271.4057875779238","607","98.32002378661446","-410.3599524267711","607"
"305","243.3022010240701","-122.39559795185986","609","287.99403037982717","-33.01193924034564","609","144.38985554659274","-320.2202889068145","609","288.9573402299785","-31.085319540042928","609","296.071319926017","-16.857360147966","609"
"306","172.2837444407016","-266.4325111185968","611","-102.27531442982024","-815.5506288596405","611","206.3248308151115","-198.350338369777","611","288.55410601096594","-33.89178797806816","611","211.15496736084117","-188.69006527831763","611"
"307","-170.14365083323156","-953.2873016664631","613","290.59166558462493","-31.816668830750128","613","281.12442911893424","-50.75114176213148","613","115.70632420762831","-381.5873515847434","613","104.45793240707516","-404.0841351858497","613"
"308","185.10875214597172","-244.78249570805656","615","156.52871887328135","-301.9425622534373","615","303.13426890407356","-8.731462191852854","615","254.17437471685508","-106.65125056628983","615","293.42046211648955","-28.15907576702092","615"
"309","-22.641135253892458","-662.2822705077849","617","2.535142636027558","-611.9297147279449","617","280.47746274885395","-56.04507450229213","617","207.05457530968695","-202.8908493806261","617","300.4213714512241","-16.15725709755177","617"
"310","85.82631032761518","-447.34737934476965","619","187.82594646135504","-243.34810707728988","619","207.34511920598766","-204.30976158802468","619","183.24722381036236","-252.50555237927531","619","145.35616519533198","-328.28766960933604","619"
"311","-23.967825226609705","-668.9356504532194","621","298.15499449560446","-24.690011008791085","621","269.1893326400049","-82.62133471999017","621","306.3108603401647","-8.378279319670536","621","181.43518487981268","-258.12963024037464","621"
"312","230.26395783697507","-162.47208432604987","623","161.53855107597425","-299.9228978480515","623","198.00169513018545","-226.99660973962912","623","203.6918841411726","-215.61623171765478","623","301.98905245541215","-19.021895089175732","623"
"313","213.83033320000118","-197.33933359999762","625","267.1902695782283","-90.61946084354335","625","296.3954769206352","-32.20904615872966","625","257.73583339201673","-109.5283332159666","625","257.4130477814738","-110.17390443705247","625"
"314","89.00034757448839","-448.9993048510232","627","129.10006761998542","-368.79986476002915","627","292.42357598973575","-42.15284802052845","627","305.6282895468869","-15.743420906226202","627","247.61064601456633","-131.77870797086737","627"
"315","110.67454675848532","-407.65090648302936","629","105.37346919538805","-418.2530616092239","629","285.5501650377569","-57.899669924486105","629","281.78402822291366","-65.43194355417266","629","261.14588489523373","-106.70823020953256","629"
"316","171.03815610226033","-288.92368779547934","631","135.57928008164782","-359.84143983670435","631","243.3170314318686","-144.36593713626277","631","287.43297359547364","-56.13405280905269","631","144.761271310399","-341.477457379202","631"
"317","258.84885494793434","-115.30229010413126","633","75.34626308588068","-482.30747382823864","633","239.66920308820886","-153.6615938235823","633","292.42285075346746","-48.154298493065134","633","304.415053397333","-24.169893205334006","633"
"318","194.95330793489765","-245.0933841302047","635","260.99983138017836","-113.00033723964332","635","246.60046562223698","-141.79906875552604","635","259.06096333906265","-116.87807332187474","635","211.13475258963942","-212.73049482072116","635"
"319","153.1628857377003","-330.6742285245994","637","273.7986796217928","-89.40264075641437","637","247.76806119130777","-141.46387761738444","637","311.98390393009265","-13.0321921398147","637","314.86142110036735","-7.277157799265287","637"
"320","279.7589360732576","-79.4821278534848","639","155.4577193426098","-328.0845613147804","639","283.610885928614","-71.77822814277201","639","230.11898593973137","-178.76202812053725","639","231.27185039265586","-176.45629921468827","639"
"321","281.04920076229604","-78.90159847540795","641","242.46131641750776","-156.0773671649845","641","302.1628519675551","-36.67429606488977","641","292.87274288964534","-55.25451422070935","641","242.76972785216608","-155.46054429566783","641"
"322","144.47494920168438","-354.05010159663124","643","138.46186857275396","-366.0762628544921","643","250.886984067946","-141.22603186410802","643","275.0103897009339","-92.97922059813216","643","188.6300845449078","-265.7398309101844","643"
"323","292.64441433057493","-59.71117133885014","645","68.42510139472105","-508.1497972105579","645","189.55380360395878","-265.89239279208243","645","242.1595148379946","-160.6809703240108","645","259.86847867819495","-125.26304264361013","645"
"324","279.7215924244962","-87.55681515100761","647","247.2608480244537","-152.47830395109256","647","282.7381793507625","-81.52364129847504","647","247.7953008524583","-151.40939829508343","647","250.70471351607955","-145.59057296784093","647"
"325","115.83613172086382","-417.32773655827236","649","306.05363478683","-36.89273042633995","649","307.7084579279697","-33.5830841440607","649","313.75399001489836","-21.49201997020323","649","312.4458509375749","-24.108298124850187","649"
"326","191.04150397939537","-268.91699204120926","651","-20.262356782622362","-691.5247135652447","651","300.269179969821","-50.46164006035807","651","254.5752236749686","-141.84955265006278","651","321.38942497751344","-8.221150044973083","651"
"327","243.48485213819114","-166.0302957236177","653","113.23610409735483","-426.52779180529035","653","108.25386961897465","-436.4922607620507","653","291.5930638796822","-69.81387224063569","653","115.00791952062806","-422.98416095874387","653"
"328","140.84806600695623","-373.30386798608754","655","285.0235744328018","-84.95285113439641","655","301.3401939067089","-52.31961218658211","655","314.4525046822693","-26.094990635461418","655","209.01031025535391","-236.97937948929217","655"
"329","262.8911997576515","-131.21760048469693","657","312.9409438186626","-31.118112362674815","657","300.8282755380916","-55.3434489238168","657","294.65933188776165","-67.68133622447668","657","305.4749002627287","-46.05019947454269","657"
"330","251.79369397409369","-155.41261205181263","659","305.868302645678","-47.26339470864394","659","227.51712052832863","-203.96575894334276","659","310.5012062775938","-37.9975874448124","659","272.2139112605722","-114.57217747885562","659"
"331","269.2425610693669","-122.51487786126617","661","238.47230683258292","-184.05538633483417","661","308.6085731122272","-43.78285377554559","661","274.7260876406284","-111.5478247187432","661","303.4563339390053","-54.08733212198939","661"
"332","308.7793344185366","-45.44133116292676","663","278.9383214428703","-105.1233571142594","663","127.56888794934775","-407.8622241013045","663","290.2592091355767","-82.4815817288465","663","324.4422613298781","-14.115477340243878","663"
"333","314.7396640076734","-35.520671984653205","665","300.9282054983791","-63.143589003241786","665","191.90753773977346","-281.1849245204531","665","306.8565270406658","-51.28694591866834","665","285.62619104562106","-93.74761790875786","665"
"334","313.2425026614516","-40.51499467709676","667","231.33098662679635","-204.33802674640728","667","293.7328068999902","-79.53438620001968","667","307.8486997307463","-51.30260053850733","667","155.4929168092377","-356.0141663815246","667"
"335","121.8679453457429","-425.2641093085142","669","280.3408282046707","-108.31834359065861","669","289.8525193722735","-89.29496125545305","669","292.35107352652557","-84.29785294694891","669","216.42415239093253","-236.15169521813493","669"
"336","292.51312362122803","-85.97375275754395","671","182.5462239247169","-305.9075521505662","671","256.63667372011923","-157.72665255976156","671","253.8058754589608","-163.3882490820784","671","326.48588662075787","-18.028226758484212","671"
"337","297.53317038887053","-77.93365922225888","673","326.95265276452955","-19.094694470940894","673","295.95726530264625","-81.08546939470753","673","276.6885878685652","-119.62282426286961","673","270.09647578206796","-132.8070484358641","673"
"338","286.36621298345335","-102.26757403309334","675","325.7455172615023","-23.50896547699543","675","295.5133524806246","-83.97329503875089","675","311.7925848238414","-51.41483035231715","675","318.05847799861795","-38.883044002764116","675"
"339","132.7692702563221","-411.4614594873558","677","315.41659858142856","-46.16680283714292","677","315.55142850342344","-45.89714299315308","677","271.40758846658787","-134.18482306682426","677","285.91056548638284","-105.1788690272343","677"
"340","296.797990633886","-85.40401873222801","679","301.8318565439039","-75.33628691219221","679","289.5243982184022","-99.95120356319553","679","85.23649685554","-508.52700628892","679","91.21588888986992","-496.56822222026017","679"
"341","304.1960336741966","-72.60793265160684","681","51.00667189163573","-578.9866562167285","681","329.6113854272042","-21.777229145591626","681","337.030292779596","-6.9394144408080125","681","298.9493847851848","-83.10123042963042","681"
"342","330.91836867926236","-21.163262641475235","683","254.3962535490979","-174.2074929018042","683","104.50189548618096","-473.9962090276381","683","228.72678541330467","-225.54642917339066","683","232.7811172300269","-217.43776553994618","683"
"343","288.850129532148","-107.29974093570402","685","320.45473380724565","-44.09053238550873","685","191.75765756266867","-301.48468487466266","685","287.5328118826789","-109.93437623464217","685","297.72358258622273","-89.55283482755453","685"
"344","313.8399256319699","-59.32014873606016","687","39.11185013462392","-608.7762997307522","687","311.0547637156829","-64.8904725686342","687","320.91220358829815","-45.175592823403726","687","326.0799657484958","-34.84006850300846","687"
"345","201.02375760191774","-286.9524847961645","689","63.82467742463734","-561.3506451507253","689","239.4482698309056","-210.10346033818882","689","318.51384342802567","-51.972313143948725","689","150.2225733148646","-388.5548533702708","689"
"346","162.50791582660793","-365.98416834678414","691","211.9999726867156","-267.0000546265688","691","300.400999755056","-90.19800048988807","691","335.5188927806101","-19.962214438779803","691","302.2166310303537","-86.56673793929252","691"
"347","207.97629594835723","-277.04740810328553","693","236.1227092513573","-220.75458149728541","693","50.41682315086712","-592.1663536982658","693","336.7407362258062","-19.518527548387677","693","194.06245003542472","-304.87509992915057","693"
"348","265.0115010024333","-164.97699799513344","695","242.2598029439003","-210.48039411219938","695","280.1712726893125","-134.657454621375","695","277.4621545123515","-140.07569097529702","695","322.0352642629695","-50.92947147406098","695"
"349","286.737709311981","-123.52458137603801","697","262.86431683637477","-171.2713663272505","697","215.60354610796938","-265.79290778406124","697","342.5494797289265","-11.901040542147008","697","294.9604592354799","-107.07908152904024","697"
"350","179.87732442662173","-339.24535114675655","699","178.5199612679753","-341.9600774640494","699","342.5403903170105","-13.919219365978966","699","299.8476278530201","-99.3047442939599","699","318.3984614574863","-62.203077085027445","699"
"351","143.35616702460956","-414.2876659507809","701","259.4929618632082","-182.01407627358358","701","344.2162180032061","-12.567563993587747","701","300.0232051281919","-100.95358974361623","701","327.55378607374814","-45.89242785250372","701"
"352","63.9112609469571","-575.1774781060858","703","275.82479392443906","-151.35041215112184","703","329.12948083698797","-44.74103832602406","703","310.9581584168147","-81.08368316637066","703","296.65594309121536","-109.6881138175693","703"
"353","160.6664505266973","-383.6670989466054","705","-6.579869873200835","-718.1597397464017","705","246.2392890399443","-212.5214219201114","705","342.43403240709324","-20.131935185813532","705","304.1493585226049","-96.7012829547901","705"
"354","166.09327214753267","-374.81345570493465","707","73.38241190235811","-560.2351761952838","707","315.9799015738849","-75.04019685223018","707","348.53417948786023","-9.931641024279525","707","314.22354254105215","-78.55291491789572","707"
"355","-96.62988727241111","-902.2597745448222","709","312.9927855224924","-83.01442895501523","709","339.10144049166695","-30.797119016666052","709","346.1098331310124","-16.780333737975152","709","345.8675115953741","-17.26497680925178","709"
"356","-44.301462088294954","-799.6029241765899","711","150.08103961523307","-410.83792076953387","711","318.1462905012624","-74.70741899747523","711","307.9854034670099","-95.02919306598015","711","325.64718546065103","-59.70562907869795","711"
"357","219.32182840322815","-274.3563431935437","713","92.0748006394478","-528.8503987211044","713","225.9983861164356","-261.0032277671288","713","214.42458759298154","-284.1508248140369","713","292.7660585422524","-127.46788291549527","713"
"358","154.33342793057793","-406.33314413884415","715","344.96457264009416","-25.070854719811624","715","235.91128390435284","-243.17743219129434","715","311.78701085962024","-91.42597828075954","715","323.5699957131321","-67.86000857373581","715"
"359","144.71743247874687","-427.56513504250626","717","105.74298407520095","-505.5140318495981","717","312.7989728607095","-91.40205427858096","717","327.65357591959236","-61.69284816081529","717","289.55798939005604","-137.88402121988793","717"
"360","286.8578196249845","-145.284360750031","719","212.0963581966539","-294.8072836066922","719","310.7768302913946","-97.44633941721074","719","332.3917164380972","-54.21656712380555","719","114.5158516145554","-489.9682967708892","719"
"361","163.22172579416144","-394.5565484116771","721","145.07295330100652","-430.85409339798696","721","187.9720505025646","-345.0558989948708","721","337.52764171769695","-45.94471656460613","721","356.6495124110349","-7.700975177930177","721"
"362","75.39664500120386","-572.2067099975923","723","242.5218388650536","-237.95632226989275","723","355.01955223853827","-12.96089552292346","723","232.11643994438563","-258.76712011122873","723","321.96730198606997","-79.0653960278601","723"
"363","42.63214136653846","-639.7357172669231","725","217.97393976924252","-289.05212046151496","725","349.9354668970309","-25.129066205938205","725","345.9484128379791","-33.10317432404184","725","318.5071541056699","-87.98569178866018","725"
"364","283.5135004490456","-159.9729991019088","727","347.4189523989135","-32.162095202173","727","324.5404078447898","-77.91918431042039","727","358.5133547817895","-9.97329043642104","727","267.1941819090762","-192.6116361818476","727"
"365","328.8392336595607","-71.32153268087863","729","188.0498586264944","-352.9002827470112","729","296.1865873282057","-136.62682534358865","729","338.875742344947","-51.24851531010593","729","359.6747710516766","-9.650457896646797","729"
"366","195.73937231273368","-339.52125537453264","731","321.76299332955654","-87.47401334088688","731","200.3803663561179","-330.2392672877642","731","359.39117609178055","-12.21764781643885","731","353.2797683252766","-24.440463349446762","731"
"367","256.94688972394533","-219.10622055210928","733","338.53890194072676","-55.922196118546495","733","342.0936372770811","-48.81272544583781","733","333.4068980905482","-66.1862038189036","733","315.05378813320516","-102.89242373358972","733"
"368","279.26257587688326","-176.47484824623353","735","151.51657946517767","-431.96684106964466","735","360.06446187015575","-14.871076259688486","735","289.66934315508286","-155.66131368983434","735","363.65192115937197","-7.696157681256017","735"
"369","302.68340964305116","-131.63318071389773","737","191.15750147804738","-354.68499704390524","737","349.7328399488894","-37.53432010222116","737","300.4817123211677","-136.03657535766462","737","350.07788326708976","-36.84423346582045","737"
"370","268.75199668464154","-201.4960066307169","739","304.13036606331434","-130.73926787337126","739","321.2769580407306","-96.4460839185387","739","260.3145060859224","-218.37098782815522","739","305.2644625100607","-128.4710749798786","739"
"371","361.9578345023744","-17.084330995251207","741","332.11881958409987","-76.76236083180027","741","355.84414795534883","-29.311704089302374","741","337.0489384588331","-66.9021230823338","741","340.4993707980677","-60.0012584038647","741"
"372","311.99588893881156","-119.0082221223769","743","317.39864685325625","-108.20270629348747","743","343.64609838117275","-55.70780323765449","743","365.85841955854676","-11.283160882906522","743","135.78370773372725","-471.4325845325455","743"
"373","113.21877526626298","-518.562449467474","745","144.1412128914332","-456.7175742171336","745","343.9297068590094","-57.14058628198119","745","360.5186652195494","-23.962669560901137","745","349.9776401304796","-45.04471973904084","745"
"374","214.23150960985075","-318.5369807802985","747","341.903466514453","-63.193066971094055","747","273.668283240704","-199.66343351859203","747","363.844623336262","-19.310753327476103","747","353.8332050516815","-39.33358989663702","747"
"375","244.7755971975061","-259.4488056049878","749","127.56789803661874","-493.8642039267625","749","253.8069936537792","-241.38601269244162","749","365.29314575673544","-18.413708486529114","749","273.24029791034076","-202.51940417931849","749"
"376","208.01307878466685","-334.9738424306663","751","359.31980439648964","-32.360391207020655","751","353.0228729233434","-44.95425415331318","751","339.4948254168875","-72.01034916622493","751","314.2017572786183","-122.59648544276347","751"
"377","296.2544491894222","-160.49110162115568","753","52.990781138613784","-647.0184377227724","753","368.7593836794069","-15.481232641186285","753","360.6250806511892","-31.749838697621655","753","327.6302824950909","-97.73943500981824","753"
"378","322.482164814462","-110.03567037107598","755","338.996855573559","-77.00628885288197","755","363.6204317516679","-27.759136496664116","755","355.3479961201638","-44.304007759672324","755","369.6923158917884","-15.615368216423276","755"
"379","304.99883994985146","-147.00232010029714","757","366.01203405001314","-24.975931899973748","757","364.6219184614374","-27.756163077125166","757","375.62392024597784","-5.752159508044318","757","234.0186737606113","-288.9626524787774","757"
"380","364.895373678106","-29.20925264378799","759","342.00973402457856","-74.98053195084289","759","133.55486657532398","-491.89026684935203","759","363.15370512032274","-32.692589759354505","759","266.44712034980324","-226.1057593003935","759"
"381","238.91280259008283","-283.17439481983433","761","-15.002275103383283","-791.0045502067666","761","377.08373009049706","-6.8325398190059055","761","295.28440809403884","-170.43118381192235","761","306.13840564214854","-148.72318871570297","761"
"382","291.81411574342235","-179.37176851315525","763","19.42090853427601","-724.158182931448","763","75.09424332908594","-612.8115133418281","763","367.6629186902239","-27.67416261955223","763","154.91029667010287","-453.17940665979427","763"
"383","290.3454113084912","-184.3091773830176","765","268.539495247702","-227.92100950459593","765","369.2520509186858","-26.495898162628354","765","297.0224940881788","-170.9550118236424","765","357.7747982839258","-49.45040343214841","765"
"384","264.1068595950211","-238.78628080995776","767","272.46104705654125","-222.07790588691756","767","371.4050801741031","-24.189839651793864","767","380.51121847306416","-5.9775630538717035","767","330.1279051381529","-106.7441897236941","767"
"385","227.69426220496788","-313.61147559006423","769","319.46478411436493","-130.07043177127014","769","359.7991608021457","-49.401678395708636","769","357.70937562116677","-53.5812487576665","769","338.0838323751583","-92.83233524968341","769"
"386","304.7681171096023","-161.46376578079537","771","201.06511898540205","-368.8697620291959","771","300.3050742400834","-170.3898515198332","771","354.4604837342144","-62.07903253157123","771","357.4712884795911","-56.057423040817795","771"
"387","382.45395492630826","-8.092090147383544","773","331.7639357399981","-109.47212852000384","773","376.2621707118406","-20.475658576318796","773","371.2116548282194","-30.576690343561147","773","358.75139930879453","-55.49720138241098","773"
"388","369.7960676955815","-35.40786460883707","775","321.6901163012724","-131.61976739745518","775","365.9459187773005","-43.10816244539898","775","374.1939182186421","-26.612163562715747","775","371.21076302045435","-32.57847395909131","775"
"389","168.80010828038868","-439.39978343922263","777","360.89306819572823","-55.21386360854357","777","347.2876098989333","-82.42478020213339","777","379.2176954214572","-18.56460915708561","777","175.12336443987647","-426.75327112024706","777"
"390","360.4959942828766","-58.008011434246775","779","206.60791071436537","-365.78417857126925","779","253.00651746192028","-272.98696507615944","779","370.89444925459713","-37.21110149080577","779","379.7074159421748","-19.585168115650344","779"
"391","245.23353168171903","-290.53293663656194","781","263.81419796444584","-253.37160407110827","781","352.75435225256535","-75.4912954948693","781","330.03581002263513","-120.92837995472972","781","338.36209062765903","-104.27581874468191","781"
"392","307.63920502275164","-167.72158995449672","783","127.27249360837817","-528.4550127832437","783","355.4990948544668","-72.00181029106632","783","291.4312647075587","-200.13747058488266","783","333.2208319330108","-116.55833613397836","783"
"393","377.6258565292282","-29.748286941543586","785","293.990207873591","-197.0195842528181","785","349.89918979500624","-85.20162040998754","785","316.66529050791416","-151.66941898417164","785","341.83840952881445","-101.32318094237105","785"
"394","278.66150806444523","-229.6769838711096","787","-6.675848103559133","-800.3516962071183","787","356.94178398256736","-73.1164320348653","787","105.13017889805678","-576.7396422038864","787","250.23566701193744","-286.5286659761251","787"
"395","384.14744193195315","-20.70511613609373","789","217.05927014040674","-354.8814597191865","789","358.5574144146788","-71.88517117064241","789","386.76122260436904","-15.477554791261912","789","376.69080791664845","-35.618384166703066","789"
"396","350.6523962705189","-89.69520745896219","791","54.74865485835164","-681.5026902832967","791","361.6186467930964","-67.76270641380724","791","380.25897966035467","-30.482040679290616","791","391.94417434618526","-7.111651307629446","791"
"397","371.45604229552","-50.08791540896003","793","-26.80409500937111","-846.6081900187422","793","375.99355534272763","-41.01288931454477","793","377.0448944331625","-38.910211133675006","793","361.4133677950551","-70.17326440988985","793"
"398","234.11030619780777","-326.77938760438445","795","1.1233694190916026","-792.7532611618168","795","358.79056642414935","-77.41886715170132","795","386.5982077410821","-21.80358451783576","795","219.69043078590903","-355.61913842818194","795"
"399","388.47606723342545","-20.047865533149093","797","190.8089742749509","-415.3820514500982","797","328.8944945910298","-139.21101081794038","797","295.3470225228311","-206.3059549543378","797","323.99742530269685","-149.00514939460632","797"
"400","347.5051020748776","-103.98979585024483","799","120.53693913927873","-557.9261217214425","799","199.12351311432778","-400.75297377134444","799","291.26902795597744","-216.4619440880451","799","303.77801808456184","-191.44396383087633","799"
"401","310.3865705552915","-180.226858889417","801","207.33053143245988","-386.33893713508024","801","378.6174730748573","-43.765053850285426","801","321.11800074682014","-158.76399850635968","801","342.28582477079476","-116.42835045841046","801"
"402","275.9369878713131","-251.12602425737387","803","-285.74597490570545","-1374.491949811411","803","344.53237095221726","-113.93525809556544","803","390.7371552719678","-21.525689456064345","803","337.06145956987325","-128.87708086025356","803"
"403","336.48163125444626","-132.03673749110752","805","67.67132707275147","-669.6573458544971","805","370.2518361707374","-64.49632765852512","805","378.3331445139644","-48.333710972071245","805","331.3862542569092","-142.22749148618166","805"
"404","339.9052861108626","-127.18942777827478","807","20.60049092536309","-765.7990181492738","807","391.195124882549","-24.609750234901963","807","363.9094402204341","-79.18111955913183","807","379.1049252554392","-48.79014948912158","807"
"405","349.8795515169311","-109.24089696613787","809","137.26019963952467","-534.4796007209507","809","348.55537408711723","-111.88925182576551","809","383.6089105366844","-41.78217892663119","809","345.6469717121399","-117.70605657572028","809"
"406","200.84780137355966","-409.3043972528807","811","286.5626226675101","-237.87475466497983","811","311.72340686850384","-187.55318626299234","811","287.87292620669723","-235.2541475866055","811","311.7939501938195","-187.412099612361","811"
"407","381.8637167496726","-49.27256650065472","813","-144.0271248511068","-1101.0542497022136","813","385.19856658526743","-42.60286682946514","813","324.4667934052965","-164.06641318940697","813","350.1923417006378","-112.6153165987243","813"
"408","307.35159982263326","-200.2968003547335","815","15.911779817826584","-783.1764403643468","815","362.14766952250545","-90.70466095498912","815","371.5130205112462","-71.97395897750751","815","355.1583783639244","-104.68324327215129","815"
